,date,account_value
286,2020-02-21,911623.5785520073
287,2020-02-24,901865.177015352
288,2020-02-25,897832.803994107
289,2020-02-26,892919.4526795145
290,2020-02-27,895239.1114669796
291,2020-02-28,899021.7608592268
292,2020-03-02,905737.4014161822
293,2020-03-03,899877.0240047213
294,2020-03-04,903992.6570793864
295,2020-03-05,909597.2817673918
296,2020-03-06,908412.8868965384
297,2020-03-09,901878.4940468069
298,2020-03-10,917672.1231942173
299,2020-03-11,914980.6956318375
300,2020-03-12,910180.2862094876
301,2020-03-13,928540.8922282693
302,2020-03-16,921896.425163984
303,2020-03-17,917653.9922094819
304,2020-03-18,903669.568049812
305,2020-03-19,916479.1933767792
306,2020-03-20,903320.7723340031
307,2020-03-23,904855.394870114
308,2020-03-24,915635.0109328029
309,2020-03-25,915943.6020052669
310,2020-03-26,923383.1779099224
311,2020-03-27,917473.7351303814
312,2020-03-30,899689.3226518867
313,2020-03-31,894993.9546668766
314,2020-04-01,887143.6046668766
315,2020-04-02,874543.2766628026
316,2020-04-03,872962.9931696175
317,2020-04-06,882155.7119603632
318,2020-04-07,887879.4050832508
319,2020-04-08,892345.081429696
320,2020-04-09,907704.7410400389
321,2020-04-13,934989.3413254975
322,2020-04-14,973950.8685538529
323,2020-04-15,951986.2790985345
324,2020-04-16,944209.7595143078
325,2020-04-17,939334.2534148453
326,2020-04-20,963131.7660366296
327,2020-04-21,935990.2075314282
328,2020-04-22,939597.7182704209
329,2020-04-23,933346.2273878811
330,2020-04-24,935655.7630527257
331,2020-04-27,970410.2923660516
332,2020-04-28,964433.7002341985
333,2020-04-29,977753.1394099473
334,2020-04-30,967398.5373211144
335,2020-05-01,978117.9700717686
336,2020-05-04,958965.3593039273
337,2020-05-05,955931.8061617134
338,2020-05-06,940383.2658723592
339,2020-05-07,938348.7748121499
340,2020-05-08,942088.2923516511
341,2020-05-11,934585.801506114
342,2020-05-12,927061.3163737059
343,2020-05-13,915741.864990592
344,2020-05-14,912989.4466150999
345,2020-05-15,916094.0224284887
346,2020-05-18,928549.605048108
347,2020-05-19,923691.1516810654
348,2020-05-20,923342.6997159718
349,2020-05-21,923691.264703965
350,2020-05-22,914590.8126930951
351,2020-05-26,923014.403396344
352,2020-05-27,932517.9607249497
353,2020-05-28,919809.4870118855
354,2020-05-29,910251.0546870945
355,2020-06-01,912735.6547810792
356,2020-06-02,914515.231595826
357,2020-06-03,923796.8217669247
358,2020-06-04,924870.3682072876
359,2020-06-05,913022.9239462613
360,2020-06-08,944342.5229925393
361,2020-06-09,942537.0151069879
362,2020-06-10,946518.5239402056
363,2020-06-11,921108.006554675
364,2020-06-12,933847.566083312
365,2020-06-15,932752.1038298846
366,2020-06-16,930921.6278489828
367,2020-06-17,935325.1771489382
368,2020-06-18,942316.6857070208
369,2020-06-19,939733.2019680262
370,2020-06-22,939362.7054993869
371,2020-06-23,937878.219914651
372,2020-06-24,922253.7340765239
373,2020-06-25,924118.3001909496
374,2020-06-26,920003.849197507
375,2020-06-29,921128.4220653296
376,2020-06-30,919623.9854996443
377,2020-07-01,923393.5479042769
378,2020-07-02,917723.1002993822
379,2020-07-06,915827.6640705348
380,2020-07-07,910127.2545664073
381,2020-07-08,916603.8484731914
382,2020-07-09,914693.4151870967
383,2020-07-10,919671.99857018
384,2020-07-13,916599.5674998523
385,2020-07-14,909669.1297505618
386,2020-07-15,913914.7269042254
387,2020-07-16,913140.3086423636
388,2020-07-17,904991.8901622535
389,2020-07-20,900712.4889685394
390,2020-07-21,906952.1166142704
391,2020-07-22,910861.7118853809
392,2020-07-23,910861.3008853676
393,2020-07-24,907716.8928837063
394,2020-07-27,906928.4906351806
395,2020-07-28,904163.0828545333
396,2020-07-29,908914.6843226673
397,2020-07-30,910502.2768082382
398,2020-07-31,906919.8797133686
399,2020-08-03,912505.473386121
400,2020-08-04,923705.047704959
401,2020-08-05,931724.6161776782
402,2020-08-06,923684.1416763546
403,2020-08-07,912802.6994450332
404,2020-08-10,919670.2865273239
405,2020-08-11,920479.8527548553
406,2020-08-12,927381.420852399
407,2020-08-13,932264.9641946555
408,2020-08-14,936752.5056420566
409,2020-08-17,931844.0353226901
410,2020-08-18,939223.5652845623
411,2020-08-19,935524.0780132057
412,2020-08-20,930991.6201581241
413,2020-08-21,948337.1623090507
414,2020-08-24,941712.64588511
415,2020-08-25,946277.1644259692
416,2020-08-26,951684.6711867095
417,2020-08-27,957522.1546191456
418,2020-08-28,963373.6240382434
419,2020-08-31,1017424.0834398987
420,2020-09-01,1058163.4266551258
421,2020-09-02,1060688.659246135
422,2020-09-03,1065329.893880439
423,2020-09-04,1058138.108653188
424,2020-09-08,1060257.331522441
425,2020-09-09,1045381.565575576
426,2020-09-10,997668.8354507687
427,2020-09-11,991690.2181518319
428,2020-09-14,1026785.5960902931
429,2020-09-15,1034506.9181823494
430,2020-09-16,1102876.2157436134
431,2020-09-17,1125287.3263698341
432,2020-09-18,1136950.426145244
433,2020-09-21,1105773.4675828698
434,2020-09-22,1184326.6107942346
435,2020-09-23,1161705.5348814726
436,2020-09-24,1122464.5475135567
437,2020-09-25,1160919.6385145904
438,2020-09-28,1163984.6231478453
439,2020-09-29,1175397.624195743
440,2020-09-30,1168796.5640187026
441,2020-10-01,1149832.572617507
442,2020-10-02,1133035.590559173
443,2020-10-05,1136135.6380398513
444,2020-10-06,1121482.6954272985
445,2020-10-07,1131716.7620568038
446,2020-10-08,1315913.831160903
447,2020-10-09,1250203.51285398
448,2020-10-12,1240346.2988910438
449,2020-10-13,1243937.1154654266
450,2020-10-14,1260585.9223155738
451,2020-10-15,1331842.6938747168
452,2020-10-16,1308337.3332898857
453,2020-10-19,1335515.9763689758
454,2020-10-20,1333244.5767096283
455,2020-10-21,1344163.2236877205
456,2020-10-22,1381097.789334655
457,2020-10-23,1385209.3053079369
458,2020-10-26,1314217.79657228
459,2020-10-27,1279332.441066623
460,2020-10-28,1239311.177330947
461,2020-10-29,1235160.988296676
462,2020-10-30,1176947.8487821342
463,2020-11-02,1189910.7894186736
464,2020-11-03,1227957.7002585176
465,2020-11-04,1197266.550353885
466,2020-11-05,1222429.4575762511
467,2020-11-06,1241575.3054504157
468,2020-11-09,1224258.1248062851
