,date,account_value
309,2020-03-25,655533.8411751275
310,2020-03-26,634763.1778100019
311,2020-03-27,622011.5885554794
312,2020-03-30,617019.0254388814
313,2020-03-31,602620.4872448926
314,2020-04-01,587547.9956460004
315,2020-04-02,588177.5520452027
316,2020-04-03,599553.111264277
317,2020-04-06,625546.6357059483
318,2020-04-07,634450.0642144207
319,2020-04-08,637639.4853833204
320,2020-04-09,658438.8721762662
321,2020-04-13,642388.2061762814
322,2020-04-14,643675.5889479641
323,2020-04-15,628493.975724793
324,2020-04-16,629465.4095225816
325,2020-04-17,634664.8285634522
326,2020-04-20,614778.232210875
327,2020-04-21,611834.6962212569
328,2020-04-22,598714.1867334847
329,2020-04-23,601016.6946931845
330,2020-04-24,605306.209469748
331,2020-04-27,621193.7081010824
332,2020-04-28,637461.1505022054
333,2020-04-29,640124.5648403172
334,2020-04-30,633109.9565661912
335,2020-05-01,616359.3705661779
336,2020-05-04,613334.8294392114
337,2020-05-05,609627.2979397778
338,2020-05-06,603880.7793610578
339,2020-05-07,606931.28553381
340,2020-05-08,616790.7762368207
341,2020-05-11,613380.2424888615
342,2020-05-12,603803.7083134179
343,2020-05-13,604832.2165098672
344,2020-05-14,604487.7230395321
345,2020-05-15,614837.2121689802
346,2020-05-18,618642.6857885842
347,2020-05-19,606497.1470978265
348,2020-05-20,606496.6400978093
349,2020-05-21,616966.1231128221
350,2020-05-22,611365.5914534098
351,2020-05-26,645061.0717923646
352,2020-05-27,687652.4561351305
353,2020-05-28,668236.7114021783
354,2020-05-29,651598.0358294016
355,2020-06-01,651952.3910269742
356,2020-06-02,672955.7594591146
357,2020-06-03,705085.066863728
358,2020-06-04,717614.2774495606
359,2020-06-05,737717.4715137964
360,2020-06-08,765796.5849007134
361,2020-06-09,741247.6188838487
362,2020-06-10,707580.7380980019
363,2020-06-11,664745.9503293042
364,2020-06-12,684401.2729407315
365,2020-06-15,680385.5380674367
366,2020-06-16,696854.8120865349
367,2020-06-17,678871.0564865116
368,2020-06-18,684022.3365731721
369,2020-06-19,668892.613203669
370,2020-06-22,676291.9181464677
371,2020-06-23,678888.2165151124
372,2020-06-24,665123.505772305
373,2020-06-25,654678.8199464326
374,2020-06-26,636726.1692330842
375,2020-06-29,659225.5636568074
376,2020-06-30,669000.9102627758
377,2020-07-01,657690.2150720601
378,2020-07-02,666005.5671657567
379,2020-07-06,658803.8849970822
380,2020-07-07,656903.216749144
381,2020-07-08,668332.5680161482
382,2020-07-09,659545.8812875275
383,2020-07-10,664907.2131739145
384,2020-07-13,657226.543498135
385,2020-07-14,663385.880623484
386,2020-07-15,681913.2083597188
387,2020-07-16,669528.4807164196
388,2020-07-17,660215.8005970482
389,2020-07-20,650879.1259515767
390,2020-07-21,666088.4983411793
391,2020-07-22,652793.8123749737
392,2020-07-23,661025.1678703313
393,2020-07-24,652378.4903760914
394,2020-07-27,642921.8543940549
395,2020-07-28,651611.2251066212
396,2020-07-29,653986.5798407083
397,2020-07-30,643266.9315979485
398,2020-07-31,636898.3156709676
399,2020-08-03,638493.708148909
400,2020-08-04,639693.1065412527
401,2020-08-05,650519.4927763944
402,2020-08-06,644086.8397415644
403,2020-08-07,659400.2203535561
404,2020-08-10,680407.5575829988
405,2020-08-11,675951.8574875836
406,2020-08-12,679605.1413230423
407,2020-08-13,673499.4254415995
408,2020-08-14,682474.7393363958
409,2020-08-17,680838.0218966012
410,2020-08-18,656237.3108066564
411,2020-08-19,655003.6471835142
412,2020-08-20,645115.0046134477
413,2020-08-21,644288.3774011617
414,2020-08-24,658777.7474529272
415,2020-08-25,657117.0880360132
416,2020-08-26,654620.433416367
417,2020-08-27,659206.7680997853
418,2020-08-28,673000.1029107099
419,2020-08-31,673837.40711155
420,2020-09-01,675516.7285365587
